aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
ja;SA;879927722;Kjølvatnet Vassverk Sa;880625012;Kjølvatnet Vassverk Sa;5029;Skaun;Kjølvatnet Vassverk;Z0704301341308061189YSVXB;Privat AS, BA, lag, stiftelse, statlig etc;165705;5029;Skaun;Region Midt;Avdeling Trondheim og omland;15.05.2019;Lerånd - Vigdal;2019;10899.0;10899.0;0.0;;;ja;ja;ja;ja;nei;nei;nei;nei;ja;nei;190;190;74;0;92.0;2.0;1.0;0.0;5.0;0.0;0.0
ja;ENK;993029777;Turid Mjønesaune;978353533;Turid Mjønesaune;5059;Orkland;Mjønesaunet Vannverk;Z0704301341317401189ZFQAM;Privat AS, BA, lag, stiftelse, statlig etc;161307;;;Region Midt;Avdeling Trondheim og omland;21.06.2017;Mjønesaunet ;2017;3000.0;3000.0;0.0;0.0;0.0;ja;ja;ja;ja;nei;nei;nei;nei;ja;nei;5;75;3;54;;;;;;;
nei;ENK;990004749;Rørås Gårdsbarnehage;990033277;Rørås Gårdsbarnehage;3803;Tønsberg;Rørås Vannverk;Z0704301341319121189YIIQT;Privat AS, BA, lag, stiftelse, statlig etc;;3801;Horten;Region Øst;Avdeling Vestfold;19.04.2018;Rørås gård;2016;45.0;45.0;0.0;;;ja;ja;ja;ja;nei;ja;nei;nei;ja;nei;5;48;2;0;;;;;;;
nei;BEDR;;;978109004;Jakobsen Anton;1613;Snillfjord - UTGÅTT KODE;Anton Jakobsen Vannverk;Z0704301341320731189VWJPB;;;;;Region Midt;Avdeling Trondheim og omland;;;2009;500.0;500.0;;;;;nei;nei;;;;;;;;;100;1;;;;;;;;
ja;SA;970166777;Dalen Vannverk Sa;973284894;Dalen Vannverk Sa;3030;Lillestrøm;Dalen Vannverk;Z0704301341328151190FOGFE;Privat AS, BA, lag, stiftelse, statlig etc;22701;3030;Lillestrøm;Region Stor-Oslo;Avdeling Romerike;20.03.2019;Dalen;2019;163630.0;163630.0;0.0;0.0;0.0;ja;ja;ja;ja;nei;ja;nei;nei;ja;nei;1650;1850;620;62;74.0;5.0;0.0;0.0;5.0;6.0;10.0
ja;SA;870166362;Blaker Vannverk Sa;973318276;Blaker Vannverk Sa;3030;Lillestrøm;Blaker Vannverk Sa;Z0704301341329761190MRHJG;Privat AS, BA, lag, stiftelse, statlig etc;22609;3030;Lillestrøm;Region Stor-Oslo;Avdeling Romerike;13.06.2018;Blaker i Sørum kommune;2019;273000.0;273000.0;0.0;3500.0;365.0;ja;ja;ja;ja;ja;ja;nei;nei;ja;nei;3500;3500;1350;4;78.0;0.0;3.0;5.0;9.0;0.0;5.0
ja;SA;970167242;Opptjern Vannverk Sa;872461752;Opptjern Vannverk Sa;3026;Aurskog-Høland;Opptjern Vannverk Sa;Z0704301341331131190TNOSM;Privat AS, BA, lag, stiftelse, statlig etc;22108;3026;Aurskog-Høland;Region Stor-Oslo;Avdeling Romerike;20.03.2017;Ihlebekk, Klava, Ruud;2019;25800.0;25800.0;0.0;300.0;365.0;ja;ja;ja;ja;nei;nei;nei;nei;ja;nei;311;350;88;18;62.0;5.0;0.0;0.0;13.0;0.0;20.0
ja;ENK;977080142;Arild Kårøy;978374395;Arild Kårøy;5055;Heim;Kårøyan Fjellgard Vannforsyning;Z0704301341332911189LBVQC;;;;;Region Midt;Avdeling Trondheim og omland;;Kårøyan;2010;1000.0;1000.0;;;;nei;nei;nei;ja;nei;nei;ja;nei;ja;nei;5;50;2;0;;;;;;;
nei;BEDR;;;982656761;Damtjern Vannverk A/L;237;Eidsvoll - UTGÅTT KODE;Damtjern Vannverk A/L V/ Ole Edvard Brodshaug;Z0704301341338591190GQWAM;Privat AS, BA, lag, stiftelse, statlig etc;23701;3035;Eidsvoll;Region Stor-Oslo;Avdeling Romerike;10.12.2014;;2016;103000.0;103000.0;0.0;;;ja;ja;nei;ja;;;nei;nei;;;700;800;250;0;55.0;0.0;0.0;0.0;15.0;0.0;30.0
nei;BEDR;;;990203539;Ungdom I Oppdrag Eintrøa;1622;Agdenes - UTGÅTT KODE;Eintrøa Uio Vannforsyning;Z0704301341339121189GNAZP;;;;;Region Midt;Avdeling Trondheim og omland;21.05.2010;UiO Eintrøa;2009;545.0;545.0;;;;;nei;nei;ja;nei;nei;ja;nei;nei;nei;2;65;1;0;;;;;;;
ja;KOMM;940642140;Evenes Kommune;976835026;Evenes Kommune Var Sektoren;1853;Evenes;Ytre Evenes Vannverk Bergvikveien 11;Z0704301341345441189JKSOE;Kommunal etat/enhet;185305;1853;Evenes;Region Nord;Avdeling Midtre Hålogaland;19.06.2019;Evenes;2019;139079.0;139079.0;139079.0;0.0;0.0;nei;nei;nei;ja;nei;nei;ja;nei;ja;nei;200;600;73;10;31.0;4.0;4.0;32.0;4.0;0.0;25.0
ja;SA;970235760;Beisfjord Vannverk Sa;972503665;Beisfjord Vannverk Sa;1806;Narvik;Beisfjord Vannverk Sa;Z0704301341349841189PXEPF;Privat AS, BA, lag, stiftelse, statlig etc;180502;1806;Narvik;Region Nord;Avdeling Midtre Hålogaland;26.03.2020;Beisfjord;2019;230000.0;230000.0;0.0;12000.0;365.0;ja;ja;nei;ja;nei;ja;nei;ja;ja;nei;810;900;306;29;80.0;5.0;5.0;2.0;3.0;0.0;5.0
ja;SA;958038976;Årnes Vannverk Sa;971832398;Årnes Vannverk Sa;3034;Nes (Ak.);Årnes Vannverk Sa;Z0704301341351731190XGHCJ;Privat AS, BA, lag, stiftelse, statlig etc;23605;3034;Nes (Ak.);Region Stor-Oslo;Avdeling Oslo, Asker og Bærum;30.08.2019;Del av nes kommune;2019;1306742.0;1306742.0;0.0;14500.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;11800;11800;5600;71;71.0;2.0;4.0;2.0;2.0;4.0;15.0
ja;FLI;982473055;Brunstad Kristelige Menighet Molde;989384821;Den Kristelige Menighet I Molde;1506;Molde;Vannforsyning Mordalsmyra;Z0704301341357931190TKGBV;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Midt;Avdeling Nordmøre og Romsdal;06.05.2019;Mordalsmyra;2019;2000.0;2000.0;0.0;0.0;0.0;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;0;30;1;0;;;;;;;
ja;KOMM;938679088;Nes Kommune;976665678;Nes Kommunale Vannverk;3034;Nes (Ak.);Nes Kommunale Vannverk;Z0704301341359341190LNNET;Kommunal etat/enhet;23602;3034;Nes (Ak.);Region Stor-Oslo;Avdeling Romerike;16.08.2019;;2019;0.0;873537.0;866337.0;7500.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;7158;7353;3112;94;51.98;0.743;6.0;01.jul;06.jun;5.724;27.253
ja;ENK;889525002;Andreas Waaberg;875206192;Andreas Waaberg;5059;Orkland;Våberg Camp Og Fritid;Z0704301341369411189XSSYP;Privat AS, BA, lag, stiftelse, statlig etc;;5056;Hitra;Region Midt;Avdeling Trondheim og omland;14.09.2018;Våberg camping;2019;1500.0;1500.0;0.0;0.0;0.0;nei;nei;nei;ja;nei;nei;nei;ja;nei;nei;2;60;2;40;;;;;;;
ja;AS;995541432;Wacker Chemicals Norway As;873175702;Wacker Chemicals Norway As;5055;Heim;Holla Vannverk;Z0704301341371061189VVBES;;161207;5055;Heim;Region Midt;Avdeling Trondheim og omland;;Holla;2011;313000.0;313000.0;0.0;;;ja;nei;nei;ja;nei;nei;nei;nei;nei;nei;70;270;29;0;20.0;0.0;80.0;0.0;0.0;0.0;0.0
ja;SA;970549714;Eidsbygda Vassverk Sa;994124706;Eidsbygda Vassverk Sa;1539;Rauma;Eidsbygda Vassverk A/L;Z0704301341371071190JAWME;Privat AS, BA, lag, stiftelse, statlig etc;153904;1539;Rauma;Region Midt;Avdeling Nordmøre og Romsdal;01.11.2017;Eidsbygda;2019;37307.0;37307.0;0.0;;;ja;ja;nei;ja;nei;ja;nei;ja;ja;nei;110;110;43;19;20.0;5.0;0.5;0.5;73.0;1.0;0.0
ja;ENK;961214181;Kongensvoll Marina - Mannvik;821920582;Kongensvoll Marina - Mannvik;5056;Hitra;Kongensvoll Vannverk;Z0704301341372861189TKHGU;Privat AS, BA, lag, stiftelse, statlig etc;;5056;Hitra;Region Midt;Avdeling Trondheim og omland;21.06.2017;Kongensvoll;2017;1400.0;1400.0;0.0;0.0;0.0;nei;ja;ja;ja;nei;nei;ja;ja;nei;nei;18;50;6;10;;;;;;;
ja;SA;965718303;Vågstranda Vassverk Sa;873298812;Vågstranda Vassverk Sa;1539;Rauma;Vågstranda Vassverk Sa;Z0704301341374001190DIOWR;Privat AS, BA, lag, stiftelse, statlig etc;153909;1539;Rauma;Region Midt;Avdeling Nordmøre og Romsdal;18.10.2017;Vågstranda og Hjelvika;2019;82450.0;82450.0;0.0;;;ja;ja;ja;ja;nei;ja;nei;ja;ja;nei;406;480;204;52;38.0;8.0;7.0;4.0;20.0;3.0;20.0
ja;SA;970061983;Myklebostad Og Lange Vassverk Sa;972951129;Myklebostad Og Lange Vassverk Sa;1506;Molde;Myklebostad Og Lange Vannverk;Z0704301341375801190GTMIC;Privat AS, BA, lag, stiftelse, statlig etc;154304;1506;Molde;Region Midt;Avdeling Nordmøre og Romsdal;04.09.2018;;2019;6000.0;6000.0;0.0;0.0;0.0;ja;ja;nei;ja;;;nei;ja;;;113;113;42;25;50.0;20.0;4.0;10.0;15.0;0.0;1.0
ja;SA;981240200;Opdal-Nerland Vassverk Sa;981592905;Opdal-Nerland Vassverk Sa;1506;Molde;Opdal/Nerland Vassverk;Z0704301341386851190JZPHB;Privat AS, BA, lag, stiftelse, statlig etc;154305;1506;Molde;Region Midt;Avdeling Nordmøre og Romsdal;04.09.2018;;2019;34352.0;34352.0;0.0;;;ja;nei;nei;ja;;;nei;ja;;;61;61;23;6;35.0;10.0;1.0;27.0;27.0;0.0;0.0
ja;SA;879995442;Nauste Vassverk Sa;881069172;Nauste Vassverk Sa;1506;Molde;Nauste Vassverk;Z0704301341388921190CBVDC;Privat AS, BA, lag, stiftelse, statlig etc;154306;1506;Molde;Region Midt;Avdeling Nordmøre og Romsdal;30.10.2019;;2019;51000.0;51000.0;0.0;;;ja;ja;nei;ja;;;nei;nei;;;120;170;60;0;75.0;15.0;0.0;5.0;5.0;0.0;0.0
ja;SA;970208585;Grymyr Vannverk Sa;873293942;Grymyr Vannverk Sa;3446;Gran;Grymyr Vannverk Sa;Z0704301341391871189GSVQQ;Privat AS, BA, lag, stiftelse, statlig etc;53402;3446;Gran;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;11.06.2018;Grymyr;2019;41917.0;41917.0;0.0;;1.0;ja;ja;ja;ja;nei;ja;ja;ja;ja;nei;265;265;117;10;85.0;2.0;2.0;0.0;5.0;1.0;5.0
ja;SA;970062696;Sylteosen Vassverk Sa;990570736;Sylteosen Vasssverk Al;1579;Hustadvika;Sylteosen Vassverk Sa;Z0704301341395871190EHFHQ;Privat AS, BA, lag, stiftelse, statlig etc;154804;1579;Hustadvika;Region Midt;Avdeling Nordmøre og Romsdal;11.09.2018;;2019;51668.0;51668.0;0.0;;;ja;nei;nei;ja;;;nei;nei;ja;;480;730;192;20;20.0;2.0;5.0;10.0;50.0;10.0;3.0
ja;SA;;;989777424;Myrbostad Vassverk Sa;1579;Hustadvika;Myrbostad Vassverk Ba;Z0704301341397651190LOQDM;Privat AS, BA, lag, stiftelse, statlig etc;154807;1579;Hustadvika;Region Midt;Avdeling Nordmøre og Romsdal;31.10.2019;Myrbostad;2019;13500.0;13500.0;0.0;0.0;0.0;nei;ja;nei;ja;nei;nei;ja;nei;ja;nei;90;100;38;0;80.0;0.0;0.0;0.0;20.0;0.0;0.0
nei;AS;917104883;Utvika Camping As;972958069;Utvika Camping As;3038;Hole;Vannforsyningssystemet Til Utvika Camping;Z0704301341400311189HFTBW;Privat AS, BA, lag, stiftelse, statlig etc;;3038;Hole;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;25.06.2013;Utvika;2015;3900.0;3900.0;0.0;0.0;0.0;ja;ja;ja;ja;nei;nei;ja;ja;nei;nei;10;170;5;0;;;;;;;
ja;ENK;975372995;Prestmarken Pensjonat Arne Bruer Prestmarken;975112012;Prestmarken Pensjonat Arne Bruer Prestmarken;3446;Gran;Prestmarken Pensjonat - Vannforsyningssystem;Z0704301341402141189ZTGWR;Privat AS, BA, lag, stiftelse, statlig etc;;3446;Gran;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;16.10.2012;Prestmarken pensjonat;2016;350.0;350.0;0.0;8.0;365.0;ja;nei;ja;ja;nei;nei;ja;nei;nei;nei;4;120;2;0;;;;;;;
ja;ENK;984440464;Buttingsrud Camping V/Trond Helge F. O. Buttingsrud;972474452;Buttingsrud Camping;3007;Ringerike;Buttingsrud Camping, Vannforsyningssystem;Z0704301341415491189KKREU;Privat AS, BA, lag, stiftelse, statlig etc;;3007;Ringerike;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;19.07.2019;Buttingsrud Camping og - Handel;2019;769.0;769.0;0.0;;;ja;ja;ja;nei;nei;nei;ja;ja;nei;nei;0;460;1;0;;;;;;;
ja;SA;855623552;Angvik Vassverk Sa;973291246;Angvik Vassverk A/L;1557;Gjemnes;Angvik Vassverk;Z0704301341416311190DTEQD;Privat AS, BA, lag, stiftelse, statlig etc;155704;1557;Gjemnes;Region Midt;Avdeling Nordmøre og Romsdal;20.06.2019;;2019;19455.0;19455.0;0.0;250.0;8.0;ja;ja;ja;ja;;;ja;ja;;;250;250;110;8;60.0;3.0;20.0;11.0;3.0;1.0;2.0
ja;STI;954475492;Camphill Landsbystiftelse I Norge;973255118;Camphill Landsbystiftelse Solborg;3007;Ringerike;Solborg - Vannforsyningssystem;Z0704301341421931189JHGXC;Privat AS, BA, lag, stiftelse, statlig etc;60520;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;17.08.2016;Solborg Landsby, Ringerike steinerskole, Almgrenda barnehage;2019;3550.0;3550.0;0.0;;;ja;ja;ja;ja;ja;ja;nei;nei;ja;nei;50;160;6;0;60.0;0.0;0.0;20.0;20.0;0.0;0.0
ja;ENK;947587854;Krøderen Kro & Motell Johnny Omdahl;972124281;Krøderen Kro Og Motell;3046;Krødsherad;Krøderen Kro Og Motell - Vannforsyningssystem;Z0704301341423491189LJWKM;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;22.08.2019;Krøderen Kro og Motell;2019;2306.0;2306.0;0.0;0.0;0.0;ja;ja;ja;nei;nei;nei;ja;ja;nei;nei;1;200;0;0;;;;;;;
ja;ENK;992221461;Nes Camping Torill Næss;983959512;Nes Camping;3038;Hole;Nes Camping Vtorill Næss;Z0704301341436771189MYTNN;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;27.08.2018;Nes Camping;2019;200.0;200.0;0.0;0.0;0.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;nei;0;200;0;0;;;;;;;
ja;FLI;;;985727104;Norefjell Hytteeierforening;3007;Ringerike;Seterbekken Vannanlegg, Norefjell Hytteeierforening V/A. Sandmæl;Z0704301341438281189CURFT;;62205;3046;Krødsherad;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;04.10.2013;;2010;23672.0;23672.0;;;;;ja;nei;nei;nei;nei;nei;;nei;nei;0;390;0;165;;;;;;;
nei;BEDR;;;972494844;Åkrene Vannverk;231;Skedsmo - UTGÅTT KODE;Åkrene Vannverk Al;Z0704301341439611189CUUJM;;22706;3030;Lillestrøm;Region Stor-Oslo;Avdeling Romerike;11.03.2010;;2010;50000.0;50000.0;0.0;;;ja;nei;nei;ja;;;nei;nei;;;700;700;240;0;90.0;1.0;9.0;;1.0;;
ja;SA;970167455;Arteidmoen Vannverk Sa;999622194;Arteidmoen Vannverk Sa;3030;Lillestrøm;Arteidmoen Vannverk;Z0704301341448681189RXOHR;Privat AS, BA, lag, stiftelse, statlig etc;22613;3033;Ullensaker;Region Stor-Oslo;Avdeling Romerike;30.10.2013;Arteidmoen i Sørum;2019;0.0;13704.0;13704.0;;;ja;nei;nei;ja;nei;nei;nei;nei;ja;nei;115;122;45;3;51.0;0.0;0.0;0.0;49.0;0.0;0.0
ja;KOMM;939780777;Hurdal Kommune;974562766;Hurdal Vannverk;3037;Hurdal;Hurdal Kommunale Vannverk Teknisk Etat;Z0704301341465991189JJINV;Kommunal etat/enhet;23907;3037;Hurdal;Region Stor-Oslo;Avdeling Romerike;24.02.2020;Hurdal kommune og Sandsnesseter i Nannestad kommune;2019;387600.0;165032.0;0.0;2600.0;365.0;ja;ja;ja;ja;ja;ja;nei;ja;ja;nei;1840;2800;852;130;37.0;3.0;0.0;18.0;2.0;0.0;40.0
ja;KOMM;864949762;Gjerdrum Kommune;987711345;Gjerdrum Kommune Vann, Avløp Og Renovasjon;3032;Gjerdrum;Gjerdum Kommunale Vannforsyning;Z0704301341467851189LYBSB;Kommunal etat/enhet;23401;3032;Gjerdrum;Region Stor-Oslo;Avdeling Romerike;11.06.2019;Deler av Gjerdrum kommune;2019;0.0;354371.0;354371.0;4500.0;365.0;ja;ja;nei;ja;ja;ja;ja;ja;ja;nei;4415;4500;1698;1;45.0;0.5;8.0;3.0;5.0;0.5;38.0
ja;SA;870167202;Gimilvann Sa;973262815;Gimilvann Sa;3032;Gjerdrum;Gimilvann Sa;Z0704301341470791189PNZWC;Privat AS, BA, lag, stiftelse, statlig etc;23802;3032;Gjerdrum;Region Stor-Oslo;Avdeling Romerike;23.04.2018;Holter/Gjerdrum;2019;329500.0;329500.0;0.0;5073.0;365.0;ja;ja;ja;ja;nei;ja;ja;ja;ja;nei;5073;5073;1691;13;73.0;1.0;0.0;4.0;6.0;0.0;16.0
ja;SA;970186476;Tørla Vassverk Sa;973298887;Tørla Vassverk Sa;1539;Rauma;Tørla Vannverk;Z0704301341478711189SHZUL;Privat AS, BA, lag, stiftelse, statlig etc;153903;1539;Rauma;Region Midt;Avdeling Nordmøre og Romsdal;18.10.2017;Måndalen;2019;139795.0;139795.0;0.0;;;ja;ja;ja;ja;ja;ja;nei;ja;ja;nei;650;700;355;46;80.0;5.0;5.0;5.0;5.0;0.0;0.0
nei;BEDR;;;987202033;Mittet Vassverk Sa;1539;Rauma;Mittet Vassverk;Z0704301341483631189UYLIP;Privat AS, BA, lag, stiftelse, statlig etc;153905;1539;Rauma;Region Midt;Avdeling Nordmøre og Romsdal;04.12.2014;Mittetdalen;2016;90000.0;90000.0;0.0;0.0;0.0;ja;nei;nei;ja;nei;nei;ja;ja;ja;nei;100;250;40;13;35.0;10.0;0.0;5.0;20.0;30.0;0.0
ja;SA;970526595;Rødven Vassverk Sa;994124617;Rødven Vassverk Sa;1539;Rauma;Rødven Vassverk;Z0704301341485601189NGMKW;Privat AS, BA, lag, stiftelse, statlig etc;153906;1539;Rauma;Region Midt;Avdeling Nordmøre og Romsdal;01.12.2014;;2019;19500.0;19500.0;0.0;135.0;2.0;ja;ja;nei;ja;;;nei;ja;;;110;200;45;45;59.0;30.0;0.0;0.0;10.0;0.0;1.0
nei;BEDR;;;973298828;Åfarnes Vassverk A/L;1539;Rauma;Åfarnes Vassverk;Z0704301341493071189XKMKW;Privat AS, BA, lag, stiftelse, statlig etc;153910;1539;Rauma;Region Midt;Avdeling Nordmøre og Romsdal;;Åfarnes;2015;49100.0;49100.0;0.0;350.0;2.0;ja;nei;ja;ja;ja;ja;ja;nei;ja;nei;200;350;79;15;60.0;10.0;0.0;25.0;0.0;0.0;5.0
ja;SA;970061770;Tresfjord Vassverk Sa;973294814;Tresfjord Vassverk Sa;1535;Vestnes;Tresfjord Vassverk;Z0704301341494871189YAFUC;Privat AS, BA, lag, stiftelse, statlig etc;153505;1535;Vestnes;Region Midt;Avdeling Nordmøre og Romsdal;28.11.2019;Tresfjord;2019;188313.0;188313.0;0.0;;;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;900;900;250;14;14.0;2.0;35.0;3.0;10.0;0.0;36.0
ja;FLI;970592482;Rekdal Vassverk;979983379;Rekdal Vassverk;1535;Vestnes;Rekdal Vassverk;Z0704301341497991189TKIWJ;Privat AS, BA, lag, stiftelse, statlig etc;153503;1535;Vestnes;Region Midt;Avdeling Nordmøre og Romsdal;28.11.2019;Rekdal bygd;2019;22000.0;22000.0;0.0;;;ja;ja;ja;ja;nei;nei;ja;ja;ja;ja;140;200;63;11;47.0;2.0;1.0;0.0;5.0;0.0;45.0
nei;BEDR;;;914028043;Rakvåg Vassverk Ba;1545;Midsund - UTGÅTT KODE;Rakvåg Vassverk;Z0704301341504891189IHMZD;Privat AS, BA, lag, stiftelse, statlig etc;154502;1506;Molde;Region Midt;Avdeling Nordmøre og Romsdal;22.08.2012;;2014;63000.0;63000.0;;;;ja;nei;nei;ja;;;nei;ja;;;355;400;165;15;;;;;;;
nei;BEDR;;;972440345;Flemma Vassverk A/L;1557;Gjemnes;Flemma Vassverk;Z0704301341533071189WIIEJ;;155702;1557;Gjemnes;Region Midt;Avdeling Nordmøre og Romsdal;24.05.2007;Fagerlia, Flemsætra og Flemma;2012;0.0;19000.0;19000.0;;;ja;nei;nei;ja;nei;nei;ja;nei;ja;nei;118;140;53;12;75.0;5.0;2.0;0.0;10.0;3.0;5.0
ja;SA;970063102;Batnfjord Vassverk Sa;973291270;Batnfjord Vassverk Sa;1557;Gjemnes;Batnfjord Vassverk Sa;Z0704301341534691189ODVGS;Privat AS, BA, lag, stiftelse, statlig etc;155701;1557;Gjemnes;Region Midt;Avdeling Nordmøre og Romsdal;21.08.2018;Batnfjord;2019;136680.0;136680.0;1500.0;700.0;365.0;ja;ja;ja;ja;ja;ja;ja;ja;ja;nei;1100;1500;514;13;54.0;3.0;0.0;5.0;24.0;5.0;9.0
ja;SA;970197443;Torvik Vassverk Sa;973292625;Torvik Vassverk A/L;1557;Gjemnes;Torvik Vassverk Al;Z0704301341536071189LCYXX;Privat AS, BA, lag, stiftelse, statlig etc;155703;1557;Gjemnes;Region Midt;Avdeling Nordmøre og Romsdal;15.03.2019;Torvikbukt Gjemnes kommune;2019;57000.0;58000.0;0.0;0.0;0.0;ja;ja;ja;ja;nei;ja;nei;ja;ja;nei;280;420;110;37;60.0;20.0;8.0;9.0;1.0;1.0;1.0
ja;SA;970555048;Osmarka Vassverk Sa;982657326;Osmarka Vassverk Sa;1557;Gjemnes;Osmarka Vassverk S.A;Z0704301341537491189VLXML;Privat AS, BA, lag, stiftelse, statlig etc;155706;1557;Gjemnes;Region Midt;Avdeling Nordmøre og Romsdal;25.10.2018;Osmarka og Flemma;2019;46792.0;46792.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;304;304;52;60;75.0;5.0;0.0;0.0;4.0;6.0;10.0
ja;BA;963611978;Nygårdsjøen Vannverk Ba;973310070;Nygårdsjøen Vannverk Ba;1838;Gildeskål;Nygårdsjøen Vannverk;Z0704301341544961189CKTVG;Privat AS, BA, lag, stiftelse, statlig etc;183811;1838;Gildeskål;Region Nord;Avdeling Salten;24.04.2019;Nygårdsjøen;2019;68113.0;68113.0;0.0;0.0;0.0;ja;ja;ja;ja;ja;ja;nei;nei;ja;nei;300;470;130;50;35.0;10.0;0.0;25.0;25.0;5.0;0.0
nei;SA;962004628;Mårnes Våg Vannverk Sa;973302469;Mårnes-Våg Vannverk;1838;Gildeskål;Mårnes-Våg Vannverk V/ Ingar Eilertsen;Z0704301341546571189ZCDFA;;183805;1838;Gildeskål;Region Nord;Avdeling Salten;24.03.2010;;2009;131400.0;;;;;ja;nei;nei;ja;;;ja;ja;;;180;350;80;75;;;;;;;
ja;SA;979583532;Nordskot Og Grøtøy Vannverk Sa;979656939;Nordskot Og Grøtøy Vannverk Sa;1848;Steigen;Nordskot Og Grøtøy Vannverk Sa;Z0704301342193061190SSGDL;Privat AS, BA, lag, stiftelse, statlig etc;184823;1848;Steigen;Region Nord;Avdeling Salten;20.06.2019;Nordskot, Manshausen, Naustholmen og Grøtøy;2019;40.0;20.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;nei;ja;ja;nei;nei;100;300;45;30;60.0;20.0;0.0;13.0;0.0;0.0;7.0
ja;SA;970189807;Låter Vasslag Sa;971874481;Låter Vasslag;1804;Bodø;Låter Vasslag Ba;Z0704301342205371190IXFKS;Privat AS, BA, lag, stiftelse, statlig etc;180409;1804;Bodø;Region Nord;Avdeling Salten;29.05.2019;Kjerringøy;2019;69542.0;69542.0;0.0;0.0;0.0;ja;ja;nei;ja;ja;ja;ja;ja;ja;nei;280;280;150;123;30.0;25.0;0.0;25.0;20.0;0.0;0.0
nei;KOMM;918082956;Larvik Kommune;974585472;Larvik Vannverk Og Ledningsnett, Gopedal;3805;Larvik;Larvik Omsland Vannverk;Z0704301342243281190BGWJV;Kommunal etat/enhet;70906;3805;Larvik;Region Øst;Avdeling Vestfold;;Kjose og Omsland;2016;7614.0;7614.0;0.0;;;ja;ja;ja;ja;nei;nei;nei;nei;ja;nei;130;150;30;0;55.0;0.0;0.0;0.0;0.0;35.0;10.0
ja;KOMM;964979456;Ulstein Kommune;974006553;Ulstein Kommune Vassverk;1516;Ulstein;Moldskred Vassbehandlingsanlegg;Z0704301342246511190LLARF;Kommunal etat/enhet;151602;1516;Ulstein;Region Midt;Avdeling Sunnmøre;14.12.2012;Haddal;2019;94962.0;94962.0;0.0;580.0;160.0;ja;ja;ja;ja;nei;ja;ja;ja;ja;nei;580;580;135;2;65.0;3.0;19.0;2.0;5.0;1.0;5.0
nei;BEDR;;;992535555;Standal Alpesenter Drift As;1520;Ørsta;Standaleidet Vassverk;Z0704301342250191190SDQYC;;152012;1520;Ørsta;Region Midt;Avdeling Sunnmøre;10.08.2011;Standaleidet;2011;175.0;175.0;;;;ja;nei;ja;nei;nei;nei;nei;nei;nei;nei;0;510;0;107;;;;;;;
ja;KOMM;939461450;Ørsta Kommune;874561762;Ørsta Kommune Kommunalteknikk Drift/Vedlikehald;1520;Ørsta;Barstadvik Vassverk;Z0704301342263801190ZYGIS;Kommunal etat/enhet;152005;1520;Ørsta;Region Midt;Avdeling Sunnmøre;03.12.2019;Barstadvik;2019;28649.0;28649.0;0.0;250.0;365.0;ja;ja;nei;ja;nei;nei;nei;ja;ja;nei;209;250;95;1;52.0;2.0;7.0;2.0;12.0;6.0;19.0
nei;BEDR;;;973289403;Syvde Vassverk;1511;Vanylven;Syvde Vassverk;Z0704301342265831190JMEFP;Privat AS, BA, lag, stiftelse, statlig etc;151104;1511;Vanylven;Region Midt;Avdeling Sunnmøre;19.04.2013;Syvde;2013;500000.0;500000.0;0.0;700.0;365.0;ja;nei;nei;ja;ja;ja;ja;nei;ja;nei;700;700;176;0;20.0;5.0;10.0;5.0;5.0;5.0;50.0
